ID	HSK_Level	Simplified	Pinyin	Meaning	Examples	Tags	Audio
6042-V	HSK 7-9	抱负	bàofù	ambition; aspiration personnelle	抱负远大 - bàofù yuǎndà - Ambition grande<br>抱负不凡 - bàofù bùfán - Ambition exceptionnelle	nom,concept	[sound:hsk7-9_抱负.wav]
6043-V	HSK 7-9	包袱	bāofu	poids psychologique; fardeau émotionnel ou mental	背负包袱 - bēifù bāofu - Porter un fardeau psychologique<br>解除包袱 - jiěchú bāofu - Éliminer un fardeau psychologique	nom,concept	[sound:hsk7-9_包袱.wav]
6044-V	HSK 7-9	曝光	bàoguāng	mettre en lumière; révéler publiquement quelque chose de caché ou de malhonnête	曝光丑闻 - bàoguāng chǒuwén - Révéler un scandale<br>曝光事件 - bàoguāng shìjiàn - Événement révélé publiquement	nom,verbe,action,juridique	[sound:hsk7-9_曝光.wav]
6045-V	HSK 7-9	饱和	bǎohé	saturation; atteindre le niveau maximum d'une substance ou d'une activité dans un système donné	饱和脂肪酸 - bǎohé zhīfángsuān - Acide gras saturé<br>饱和溶液 - bǎohé róngyè - Solution saturée	nom,concept,science	[sound:hsk7-9_饱和.wav]
6046-V	HSK 7-9	饱经沧桑	bǎojīng-cāngsāng	avoir traversé de nombreuses difficultés et changements dans la vie; avoir vécu beaucoup d'expériences difficiles et variées	饱经沧桑的人 - bǎojīng-cāngsāng de rén - Personne ayant traversé beaucoup de difficultés dans la vie<br>饱经沧桑的老人 - bǎojīng-cāngsāng de lǎorén - Vieillard ayant vécu beaucoup d'expériences difficiles	nom,verbe,action	[sound:hsk7-9_饱经沧桑.wav]
6047-V	HSK 7-9	宝库	bǎokù	trésor; coffre-fort	宝库中的宝藏 - bǎokù zhōng de bǎozàng - Trésors dans le coffre-fort<br>宝库的秘密 - bǎokù de mìmì - Secrets du trésor	nom,concept	[sound:hsk7-9_宝库.wav]
6048-V	HSK 7-9	堡垒	bǎolěi	forteresse; bastion; position défensive solide	堡垒防守 - bǎolěi fángshǒu - Défense de la forteresse<br>堡垒攻破 - bǎolěi gōngpò - Prendre d'assaut une forteresse	nom,concept,architecture	[sound:hsk7-9_堡垒.wav]
6049-V	HSK 7-9	暴利	bàolì	profit exorbitant; bénéfice excessif; gain financier illégal ou immoral	暴利行业 - bàolì hángyè - Secteur à profit exorbitant<br>暴利商人 - bàolì shāngrén - Commerçant à profit excessif	nom,concept,économie	[sound:hsk7-9_暴利.wav]
6050-V	HSK 7-9	包罗万象	bāoluó-wànxiàng	tout inclure; tout couvrir; englober une grande variété de choses ou de sujets	包罗万象的知识 - bāoluó-wànxiàng de zhīshì - Connaissances qui couvrent tout<br>包罗万象的文化 - bāoluó-wànxiàng de wénhuà - Culture qui englobe une grande variété de choses	nom,concept,expression,idiomatique	[sound:hsk7-9_包罗万象.wav]
6051-V	HSK 7-9	爆满	bàomǎn	complet; bondé; rempli à pleine capacité	爆满的电影院 - bàomǎn de diànyǐngyuàn - Cinéma complet<br>爆满的餐厅 - bàomǎn de cāntīng - Restaurant bondé	nom,concept	[sound:hsk7-9_爆满.wav]
6052-V	HSK 7-9	饱满	bǎomǎn	plein; rebondi; replet	饱满的果实 - bǎomǎn de guǒshí - Fruits bien remplis<br>饱满的精神 - bǎomǎn de jīngshén - Esprit plein d'énergie	nom,concept	[sound:hsk7-9_饱满.wav]
6053-V	HSK 7-9	保密	bǎomì	conservation du secret; garder un secret	保密措施 - bǎomì cuòshī - Mesures de confidentialité<br>保密协议 - bǎomì xiéyì - Accord de confidentialité	nom,verbe,action	[sound:hsk7-9_保密.wav]
6054-V	HSK 7-9	保姆	bǎomǔ	femme de ménage; nourrice	保姆工作 - bǎomǔ gōngzuò - Travail de femme de ménage<br>保姆服务 - bǎomǔ fúwù - Service de nourrice	nom,concept	[sound:hsk7-9_保姆.wav]
6055-V	HSK 7-9	包容	bāoróng	tolérance; acceptation; capacité à accepter des différences ou des divergences	包容性社会 - bāoróng xìng shèhuì - Société tolérante<br>包容不同观点 - bāoróng bùtóng guāndiǎn - Accepter différentes opinions	nom,concept	[sound:hsk7-9_包容.wav]
6056-V	HSK 7-9	宝石	bǎoshí	pierre précieuse; joyau	宝石项链 - bǎoshí liángxīng - Collier en pierres précieuses<br>宝石收藏家 - bǎoshí shōucángjiā - Collectionneur de pierres précieuses	nom,concept	[sound:hsk7-9_宝石.wav]
6057-V	HSK 7-9	保守	bǎoshǒu	conserver; préserver; rester dans la tradition ou les idées anciennes	保守思想 - bǎoshǒu sīxiang - Pensée conservatrice<br>保守政策 - bǎoshǒu zhèngcè - Politique conservatrice	nom,verbe,action,société	[sound:hsk7-9_保守.wav]
6058-V	HSK 7-9	保卫	bǎowèi	protéger; défendre	保卫国家 - bǎowèi guójiā - Protéger le pays<br>保卫家园 - bǎowèi jiāyuán - Défendre son foyer	nom,verbe,action	[sound:hsk7-9_保卫.wav]
6059-V	HSK 7-9	包围	bāowéi	encercler; entourer	包围敌人 - bāowéi dírén - Encercler l'ennemi<br>包围圈 - bāowéi quān - Cercle d'encerclement	nom,verbe,action	[sound:hsk7-9_包围.wav]
6060-V	HSK 7-9	保鲜	bǎoxiān	conserver la fraîcheur; garder les aliments au bon état	保鲜袋 - bǎoxiān dài - Sacs de conservation de fraîcheur<br>保鲜膜 - bǎoxiān mó - Pellicule de conservation de fraîcheur	nom,verbe,action	[sound:hsk7-9_保鲜.wav]
1577-V	HSK 7-9	报销	bàoxiāo	rembourser	报销费用 - bàoxiāo fèiyòng - rembourser des frais<br>差旅报销 - chāilǚ bàoxiāo - remboursement de voyage d'affaires<br>报销单 - bàoxiāodān - bon de remboursement	travail	[sound:hsk1_报销.wav]
6061-V	HSK 7-9	保养	bǎoyǎng	entretenir; prendre soin de quelque chose pour le maintenir en bon état	保养汽车 - bǎoyǎng qìchē - Entretenir une voiture<br>保养身体 - bǎoyǎng shēntǐ - Prendre soin de son corps	nom,verbe,action	[sound:hsk7-9_保养.wav]
6062-V	HSK 7-9	保佑	bǎoyòu	bénir; protéger	保佑平安 - bǎoyòu píng'ān - Bénir la paix<br>保佑成功 - bǎoyòu chénggōng - Bénir le succès	nom,verbe,action	[sound:hsk7-9_保佑.wav]
6063-V	HSK 7-9	包扎	bāozā	bouler; bander; serrer avec un bandage	包扎伤口 - bāozā shāngkǒu - Bander une plaie<br>包扎绷带 - bāozā bèngdài - Bande de pansement	nom,verbe,action	[sound:hsk7-9_包扎.wav]
6064-V	HSK 7-9	宝藏	bǎozàng	trésor; trésor caché ou précieux	宝藏地图 - bǎozàng dìtú - Carte du trésor<br>宝藏发现 - bǎozàng fāxiàn - Découverte d'un trésor	nom,concept	[sound:hsk7-9_宝藏.wav]
6065-V	HSK 7-9	暴躁	bàozào	colère; humeur irritable et impulsive	暴躁脾气 - bàozào píqi - Humeur colérique<br>暴躁行为 - bàozào xíngwéi - Comportement irritable	nom,concept,psychologie	[sound:hsk7-9_暴躁.wav]
6066-V	HSK 7-9	保重	bǎozhòng	prendre soin de soi-même; être prudent pour sa santé et son bien-être	保重身体 - bǎozhòng shēntǐ - Prendre soin de son corps<br>保重自己 - bǎozhòng zìjǐ - Prendre soin de soi-même	nom,verbe,action,social	[sound:hsk7-9_保重.wav]
6067-V	HSK 7-9	爆竹	bàozhú	pétard; feu d'artifice	爆竹声声 - bàozhú shēngshēng - Le son des pétards<br>放爆竹 - fàng bàozhú - Lâcher des pétards	nom,concept,culture	[sound:hsk7-9_爆竹.wav]
6068-V	HSK 7-9	把手	bǎshou	poignée; anse; manche; manchon	门把手 - bǎshou ménbǎshou - Poignée de porte<br>把手坏了 - bǎshou huài le - La poignée est cassée	nom,concept	[sound:hsk7-9_把手.wav]
6069-V	HSK 7-9	罢休	bàxiū	abandonner; renoncer à quelque chose; ne pas continuer à faire quelque chose	罢休不干 - bàxiū bù gàn - Ne pas abandonner<br>罢休了 - bàxiū le - Abandonner	nom,verbe,action	[sound:hsk7-9_罢休.wav]
6070-V	HSK 7-9	霸占	bàzhàn	s'emparer de; occuper de force; prendre le contrôle de quelque chose de manière autoritaire ou illégale	霸占土地 - bàzhàn tǔdì - S'emparer de terres<br>霸占资源 - bàzhàn zīyuán - Occuper des ressources	nom,verbe,action	[sound:hsk7-9_霸占.wav]
6071-V	HSK 7-9	巴掌	bāzhang	paume de la main; gifle	打巴掌 - dǎ bāzhang - Donner une gifle<br>巴掌大的东西 - bāzhang dà de dōngxi - Quelque chose de la taille d'une paume	nom,concept	[sound:hsk7-9_巴掌.wav]
6072-V	HSK 7-9	靶子	bǎzi	cible; but; objet de critique ou d'attaque	成为靶子 - chéngwéi bǎzi - Devenir une cible<br>靶子射击 - bǎzi shèjī - Tir à la cible	nom,concept	[sound:hsk7-9_靶子.wav]
6073-V	HSK 7-9	备	bèi	préparer; se préparer; être prêt pour quelque chose	备课 - bèikè - Préparer les cours<br>备战 - bèizhàn - Se préparer pour la guerre<br>备忘录 - bèiwànglù - Mémorandum	verbe,action	[sound:hsk7-9_备.wav]
6074-V	HSK 7-9	碑	bēi	stèle; monument commémoratif en pierre	碑文 - bēiwén - Inscription sur une stèle<br>碑刻 - bēikè - Gravure sur une stèle	nom,concept,architecture	[sound:hsk7-9_碑.wav]
6075-V	HSK 7-9	悲哀	bēi'āi	tristesse; chagrin	悲哀的音乐 - bēi'āi de yīnyuè - Musique triste<br>悲哀的结局 - bēi'āi de jiéjú - Fin tragique	nom,concept,émotion	[sound:hsk7-9_悲哀.wav]
6076-V	HSK 7-9	卑鄙	bēibǐ	méprisable; basse; infâme	卑鄙行为 - bēibǐ xíngwéi - Comportement méprisable<br>卑鄙小人 - bēibǐ xiǎorén - Personne méprisable	nom,concept,psychologie	[sound:hsk7-9_卑鄙.wav]
6077-V	HSK 7-9	悲惨	bēicǎn	tragique; lamentable; misérable	悲惨遭遇 - bēicǎn zāoyù - Malheureux événements<br>悲惨结局 - bēicǎn jiéjú - Fin tragique	nom,concept,émotion	[sound:hsk7-9_悲惨.wav]
6078-V	HSK 7-9	备份	bèifèn	copie de sauvegarde; sauvegarde de données	备份文件 - bèifèn wénjiàn - Fichier de sauvegarde<br>备份数据 - bèifèn shùjù - Données sauvegardées	nom,verbe,action	[sound:hsk7-9_备份.wav]
6079-V	HSK 7-9	背负	bēifù	porter sur le dos; supporter un fardeau ou une responsabilité	背负重担 - bēifù zhòngdān - Porter un lourd fardeau<br>背负责任 - bēifù zérèn - Porter une responsabilité	nom,verbe,action	[sound:hsk7-9_背负.wav]
6080-V	HSK 7-9	被告	bèigào	accusé; défendeur dans un procès	被告席 - bèigào xí - Siège de l'accusé<br>被告人 - bèigào rén - Accusé	nom,concept	[sound:hsk7-9_被告.wav]
6081-V	HSK 7-9	悲欢离合	bēihuān-líhé	tristesse et joie, séparation et réunion	悲欢离合的故事 - bēihuān-líhé de gùshì - Histoire de tristesse et joie, séparation et réunion	nom,concept	[sound:hsk7-9_悲欢离合.wav]
6082-V	HSK 7-9	贝壳	bèiké	conque; coquillage	贝壳收藏 - bèiké shōucáng - Collection de coquillages<br>贝壳装饰 - bèiké zhuāngshì - Décoration en coquillages	nom,concept	[sound:hsk7-9_贝壳.wav]
6083-V	HSK 7-9	备课	bèikè	préparer les cours	备课笔记 - bèikè bǐjì - Notes de préparation des cours<br>备课时间 - bèikè shíjiān - Temps de préparation des cours	nom,verbe,action	[sound:hsk7-9_备课.wav]
6084-V	HSK 7-9	背面	bèimiàn	dos; arrière; dos d'un objet ou d'une personne	背面朝上 - bèimiàn cháo shàng - Dos vers le haut<br>背面图案 - bèimiàn tú'àn - Motif sur le dos	nom,concept	[sound:hsk7-9_背面.wav]
6085-V	HSK 7-9	背叛	bèipàn	trahir; renier; se retourner contre quelqu'un ou quelque chose	背叛朋友 - bèipàn péngyǒu - Trahir un ami<br>背叛国家 - bèipàn guójiā - Trahir son pays	nom,verbe,action	[sound:hsk7-9_背叛.wav]
1805-V	HSK 7-9	背诵	bèisòng	réciter	背诵课文 - bèisòng kèwén - Réciter un texte<br>背诵古诗 - bèisòng gǔshī - Réciter des poèmes anciens<br>熟练背诵 - shúliàn bèisòng - Maîtrise la récitation	éducation	[sound:hsk1_背诵.wav]
6086-V	HSK 7-9	悲痛	bēitòng	douleur profonde; chagrin intense	悲痛欲绝 - bēitòng yùjué - Douleur extrême<br>悲痛哀悼 - bēitòng āidào - Deuil et tristesse	nom,concept,émotion	[sound:hsk7-9_悲痛.wav]
6087-V	HSK 7-9	备忘录	bèiwànglù	mémorandum; liste de rappels	备忘录提醒 - bèiwànglù tíxǐng - Rappel dans un mémorandum<br>备忘录内容 - bèiwànglù nèiróng - Contenu d'un mémorandum	nom,concept	[sound:hsk7-9_备忘录.wav]
6088-V	HSK 7-9	卑微	bēiwēi	méprisable; basse; infâme	卑微出身 - bēiwēi chūshēn - Origine méprisable<br>卑微地位 - bēiwēi dìwèi - Position méprisable	nom,concept,psychologie	[sound:hsk7-9_卑微.wav]
6089-V	HSK 7-9	背影	bèiyǐng	dos; silhouette d'une personne en train de partir ou de s'éloigner	背影模糊 - bèiyǐng móhú - Silhouette floue<br>背影照片 - bèiyǐng zhàopiàn - Photo de dos	nom,concept	[sound:hsk7-9_背影.wav]
6090-V	HSK 7-9	备战	bèizhàn	se préparer pour la guerre	备战计划 - bèizhàn jìhuà - Plan de préparation à la guerre<br>备战状态 - bèizhàn zhuàngtài - État de préparation à la guerre	nom,verbe,action	[sound:hsk7-9_备战.wav]
6091-V	HSK 7-9	奔	bèn	courir; se précipiter; se dépêcher	奔跑 - bèn pǎo - Courir<br>奔向目标 - bèn xiàng mùbiāo - Se précipiter vers un objectif	verbe,action	[sound:hsk7-9_奔.wav]
6092-V	HSK 7-9	奔波	bēnbō	courir partout; être très occupé à faire des choses différentes	工作奔波 - gōngzuò bēnbō - Être très occupé au travail<br>生活奔波 - shēnghuó bēnbō - Être très occupé dans la vie	nom,verbe,action	[sound:hsk7-9_奔波.wav]
6093-V	HSK 7-9	奔驰	bēnchí	courir à toute vitesse; se précipiter à grande vitesse	奔驰的汽车 - bēnchí de qìchē - Voiture qui roule à toute vitesse<br>奔驰的马 - bēnchí de mǎ - Cheval qui se précipite à grande vitesse	verbe,action	[sound:hsk7-9_奔驰.wav]
6094-V	HSK 7-9	笨蛋	bèndàn	idiot; imbécile; personne stupide	笨蛋行为 - bèndàn xíngwéi - Comportement idiot<br>笨蛋朋友 - bèndàn péngyǒu - Ami idiot	nom,concept,psychologie	[sound:hsk7-9_笨蛋.wav]
6095-V	HSK 7-9	本分	běnfèn	devoir; responsabilité; comportement approprié à son rôle ou à sa position	本分工作 - běnfèn gōngzuò - Travail de devoir<br>本分人 - běnfèn rén - Personne qui fait son devoir	nom,concept,éthique	[sound:hsk7-9_本分.wav]
6096-V	HSK 7-9	奔赴	bēnfù	se précipiter vers; se rendre rapidement à un endroit pour une raison spécifique	奔赴现场 - bēnfù xiànchǎng - Se précipiter sur les lieux<br>奔赴战场 - bēnfù zhànchǎng - Se rendre rapidement au champ de bataille	verbe,action	[sound:hsk7-9_奔赴.wav]
6097-V	HSK 7-9	蹦	bèng	sauter; bondir; rebondir	蹦跳 - bèng tiào - Sauter<br>蹦极 - bèngjí - Saut à l'élastique	verbe,action	[sound:hsk7-9_蹦.wav]
6098-V	HSK 7-9	绷	bēng	tendre; serrer; maintenir une expression faciale rigide	绷紧神经 - bēng jǐn shénjīng - Tendre les nerfs<br>绷脸 - bēng liǎn - Maintenir une expression faciale rigide	verbe,action	[sound:hsk7-9_绷.wav]
1727-V	HSK 7-9	绷带	bēngdài	bandage	缠绷带 - chán bēngdài - enroulement de bandage<br>换绷带 - huàn bēngdài - changements de bandage<br>弹性绷带 - tánxìng bēngdài - bandage élastique	santé	[sound:hsk1_绷带.wav]
6099-V	HSK 7-9	迸发	bèngfā	exploser; jaillir brusquement	迸发的火花 - bèngfā de huǒhuā - Étincelles jaillissantes<br>迸发的怒火 - bèngfā de nùhuǒ - Colère qui jaillit brusquement	verbe,action	[sound:hsk7-9_迸发.wav]
6100-V	HSK 7-9	崩溃	bēngkuì	s'effondrer; s'effondrer brusquement	崩溃的系统 - bēngkuì de xìtǒng - Système effondré<br>崩溃的经济 - bēngkuì de jīngjì - Économie effondrée	nom,verbe,action	[sound:hsk7-9_崩溃.wav]
6101-V	HSK 7-9	本钱	běnqián	capital; fonds initiaux pour un projet ou une entreprise	本钱不足 - běnqián bùzú - Capital insuffisant<br>本钱投入 - běnqián tóurù - Investissement initial	nom,concept	[sound:hsk7-9_本钱.wav]
6102-V	HSK 7-9	本色	běnsè	couleur naturelle; caractère authentique d'une personne ou d'une chose	本色出演 - běnsè chūyǎn - Jouer son rôle naturellement<br>本色表现 - běnsè biǎoxiàn - Expression authentique	nom,concept	[sound:hsk7-9_本色.wav]
6103-V	HSK 7-9	本事	běnshi	capacité; compétence; talent naturel ou acquis pour accomplir une tâche spécifique	本事高强 - běnshi gāoqiáng - Capacité exceptionnelle<br>展现本事 - zhǎnxiàn běnshi - Montrer ses compétences	nom,concept	[sound:hsk7-9_本事.wav]
6104-V	HSK 7-9	本性	běnxìng	nature authentique d'une personne ou d'une chose	本性难移 - běnxìng nán yí - La nature est difficile à changer	nom,concept	[sound:hsk7-9_本性.wav]
6105-V	HSK 7-9	本意	běnyì	sens véritable ou intention initiale d'une personne ou d'une chose	本意不明 - běnyì bùmíng - Intention initiale obscure	nom,concept	[sound:hsk7-9_本意.wav]
6106-V	HSK 7-9	本着	běnzhe	s'inspirer de; se baser sur; agir conformément à un principe ou une idée	本着原则办事 - běnzhe yuánzé bàoshì - Agir conformément à un principe<br>本着善意 - běnzhe shànyì - Agir avec de bonnes intentions	nom,verbe,action	[sound:hsk7-9_本着.wav]
6107-V	HSK 7-9	笨重	bènzhòng	lourd; encombrant; peu maniable	笨重的行李 - bènzhòng de xíngli - Bagages lourds et encombrants<br>笨重的机器 - bènzhòng de jīqì - Machine lourde et encombrante	nom,concept	[sound:hsk7-9_笨重.wav]
6108-V	HSK 7-9	笨拙	bènzhuō	lent; maladroit; peu habile dans les mouvements ou les actions	笨拙的动作 - bènzhuō de dòngzuò - Mouvements maladroits<br>笨拙的画技 - bènzhuō de huàjì - Technique de peinture maladroite	nom,concept,psychologie	[sound:hsk7-9_笨拙.wav]
6109-V	HSK 7-9	辩	biàn	argumenter; débattre; défendre une position ou une idée	辩论比赛 - biànlùn bǐsài - Compétition de débat<br>辩护律师 - biànhù lǜshī - Avocat de la défense	verbe,action	[sound:hsk7-9_辩.wav]
6110-V	HSK 7-9	扁	biǎn	plat; mince; en forme de disque	扁平的脸 - biǎnpíng de liǎn - Visage plat<br>扁平的建筑 - biǎnpíng de jiànzhù - Bâtiment plat	nom,concept	[sound:hsk7-9_扁.wav]
6111-V	HSK 7-9	辨别	biànbié	distinguer; différencier; reconnaître les différences entre des choses ou des personnes	辨别真伪 - biànbié zhēn wěi - Distinguer le vrai du faux<br>辨别好坏 - biànbié hǎo huài - Distinguer le bon du mauvais	verbe,action	[sound:hsk7-9_辨别.wav]
6112-V	HSK 7-9	遍布	biànbù	être répandu partout; être présent dans de nombreux endroits	遍布全国 - biànbù quánguó - Être répandu dans tout le pays<br>遍布世界 - biànbù shìjiè - Être présent dans le monde entier	verbe,action	[sound:hsk7-9_遍布.wav]
6113-V	HSK 7-9	鞭策	biāncè	stimuler; pousser à faire mieux; inciter fermement (fig. « fouetter »)	老师的话鞭策我更加努力 - lǎoshī de huà biāncè wǒ gèngjiā nǔlì - Les paroles du professeur m'ont poussé à travailler plus dur<br>鞭策自己不断进步 - biāncè zìjǐ bùduàn jìnbù - Se stimuler pour progresser sans cesse	nom,verbe,action	[sound:hsk7-9_鞭策.wav]
